,tweet,label
4186,great dr fauci go barstool steph curry ig live etc get message mass surprisingly smart move people want watch white house press briefing,0
6825,look like take much,0
5883,leader care less people people careless,0
3036,wan na feel moment,1
5455,choice must die live however entirely choose,0
3603,merch design listen pod need help podcast merch pronto ll venmo top shirt design submission tmrw morning idea,0
4728,happeninggggg catch cover c go smash hearthstone weekend,0
7147,divine ask u willing whatever necessary move state divinity,0
1358,feel need open anyone anymore,1
5585,innovation bear dream innovation bear struggle,0
1310,mentally amp physically exhaust,1
52,easy say fine somebody ask okay sometimes possible explain,1
8304,mueller report may finish mine next week johnny tremain due,0
7403,sethrogen everything yearold self want successful comedian founder cannabis company owner home porn shot,0
3485,dreadful literal sense full dread,1
3492,sad whore ahaha,1
4576,something look amiss right meow,0
3042,feel like sopranos get love family matter get shit,1
309,tire body tired mind mess really want lay bed never get tired life,1
5308,nyc thurs pm nothing stop barnes amp noble union square join little chat amp book signing,0
3769,elon clubhouse summary lock,0
1273,voice loud ca sleep,1
5147,take move pain nation facing challenge unlike face decade attempt good understand feeling surround event past week reach nfl hall famer curtismartin,0
5373,goal perfect end goal well today,0
433,physically mentally emotionally tired,1
3264,fall love every five second,1
7079,mind matter meditation soothe heal mind iyanla vanzant available io android iyanla iyanlavanzant iyanlameditations mindmattersmeditations fixmylife iyanlafixmylife fearnot soothingmeditations,0
1581,never good enough,1
3534,love review like good time say open nd cohort power write course august,0
5434,small amp med size company ironmanjack give one amazing sale seminar rochester dec go,0
403,maybe im good alone one ever love way love never felt like anyone want need,1
1493,social anxiety kick anytime anywhere suddenly,1
5020,number never come aid people,0
3157,play theo,1
714,ever dislike someone much hate people nice,1
700,text miss actually wan na talk bore need someone entertain,1
698,bad alone use lie decieved bullshit fucked leave behind completely forget,1
1240,tire even breathe anymore,1
7293,do many thing life proud god still love like everyone else creation god truth alter mode dysfunctional behavior believe goodness affirm divinity,0
2398,idk,1
3604,great tech migration underway year change miami new york san francisco,0
7743,sure like revise mlb rule shorten season first bunt win odd,0
5957,editor great want see plan go ludwig roast bts,0
3791,good,0
1878,girlfriend break last night,1
2511,best friend get new boyfriend know go replace,1
213,upset want talk someone realise probably would care know say keep inside,1
3894,take note great example funding announcement,0
8016,bernie sander like regular old senator get bit radioactive hippie,0
3292,every time get bed disaster,1
5493,opportunity feel part something part something,0
1551,cold freezing,1
1329,outcast everywhere go even friend feel left smile pretend like conversation really ignore,1
2066,day wish stop breathing,1
391,ever want cry tear come stare blankly space feel heart break million piece,1
7708,get new side hustle get hilarious wkamaubell friend check season opener hear definitely interested,0
2839,yes yes hate everything thank ask,1
2666,nobody ever ask scar probably care,1
3235,hobby feel guilty thing fault,1
301,destroyed,1
3109,listen make regret pretending fine,1
1937,much triggering,1
790,people sense humor much easy talk,1
2154,much pain go give ok,1
5294,fight something focus thing hate fight something focus thing love,0
209,type person one thing change mood completely go confident insecure matter second,1
1661,miss go doubt,1
4812,happy nationalloveyourpetday little love peanut,0
564,lose follower follower lose,1
5469,innovation bear dream innovation bear struggle,0
7988,thanksgiving always adult table kiddie table still talk last phish concert table,0
7823,trap spouse drive crazy submit video outline marriage woe might help resolve issue air,0
226,hate get flashback thing want remember feel like heart suddenly drop anxiety start take,1
4711,happy dance start first day immortal office tomorrow,0
1296,want forget,1
36,tweet sympathy attention express thought feeling outlet say stuff without feel judged,1
8175,hang cool man ghana guy really make laugh conanghana,0
5161,honest communication essential part building trust kristenhadeed share expertise conversation matter building trust behind computer live online class available,0
5645,u live life accident live happens fulfillment come live life purpose,0
3523,build cartaangellist infrastructure ncaa athlete,0
1619,happen,1
1019,wan na feel,1
5745,good belly fire wake drink passion light match get work,0
7678,restore democracy nba playoff bracket,0
4531,year internet apartment four hour know life,0
427,relief sleep sleep sad angry scar hurt lonely nothing,1
7156,hard time rather ask ask use growth,0
170,truly feel like everything say always wrong like total disappointment everyone ever let people,1
7391,life think good couple name ben jennifer jenjamin,0
7376,cdc eerily silent whether vaccinated people lick every joystick dave amp buster,0
5973,wait get verified sent okay go nothing hey taylorswift longer interested pokimanelol best friend would love lmk think,0
8074,luckily never start vaping many conclusive study state would never look cool,0
5418,rationalize anything easily quit leadership refuse quit others,0
529,please jump conclusion resist islamophobia remember crime hurt muslim terroist hostage sydneysiege,1
6166,hey connoreatspants like connoreatstrash lmao see square chesscom,0
4020,zoom call week,0
424,hurt like hell someone make feel special suddenly leave hang act like care,1
171,dont know pain star mirror tear stream face beg hold strong,1
8141,maintain innocence jaketapper conancon,0
1664,insomnia,1
3068,nonpms tweet lack cold eye blister verve pm tweet sylvia plath ghost tweet,1
2890,teach leave house,1
6455,awakening app new content available daily guide spiritual principle live best life awakeningsapp iyanla iyanlavanzant actsoffaith fixmylife iyanlaguidance spiritualguidance spiritualcoach dailyguidance dailyprinciples,0
3224,thought prayer work,1
5176,leader one courage go first put personal risk open path others follow,0
2485,fuck still,1
1503,always yin yang bad good,1
6921,temper word consciousness empathy speak way would want spoken,0
5343,well disappoint truth please lie,0
2559,die,1
5034,like camera choose want put focus people focus thing want work find way manifest others focus thing stand way see beyond obstacle,0
4143,say like everything andrew thesamparr right,0
348,im scar get close people think eventually walk life matter close everyone leaf,1
3526,love thesamparr find obscure niche thing shout tiny podcast think get like new subscriber day,0
7606,wait people still landline u properly represent america poll,0
2188,hate people worry let fine even fine place step start worry,1
623,like like love love want get back deal life,1
633,day wish thing turn differently,1
5997,see soon everyone,0
1955,therapist want work trauma yikes,1
4415,pm east coast miss california,0
4593,come say hi ll work friday sunday,0
8059,thanks cocaine nicholasbraun successionhbo,0
